Tỉnh Thành Phố,Mã TP,Quận Huyện,Mã QH,Phường Xã,Mã PX
Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Yên Phú,2398
Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Tân Thành,2401
Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Bình Xa,2404
Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Thái Sơn,2407
Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Nhân Mục,2410
Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Thành Long,2413
Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Bằng Cốc,2416
Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Thái Hòa,2419
Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Đức Ninh,2422
Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Hùng Đức,2425
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Quí Quân,2431
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Lực Hành,2434
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Kiến Thiết,2437
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Trung Minh,2440
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Chiêu Yên,2443
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Trung Trực,2446
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Xuân Vân,2449
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Phúc Ninh,2452
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Hùng Lợi,2455
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Trung Sơn,2458
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Tân Tiến,2461
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Tứ Quận,2464
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Đạo Viện,2467
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Tân Long,2470
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Thị trấn Yên Sơn,2473
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Kim Quan,2476
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Lang Quán,2479
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Phú Thịnh,2482
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Công Đa,2485
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Trung Môn,2488
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Chân Sơn,2491
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Thái Bình,2494
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Tiến Bộ,2500
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Mỹ Bằng,2506
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Hoàng Khai,2518
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Nhữ Hán,2527
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Nhữ Khê,2530
Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Đội Bình,2533
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Thị trấn Sơn Dương,2536
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Trung Yên,2539
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Minh Thanh,2542
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Tân Trào,2545
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Vĩnh Lợi,2548
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Thượng Ấm,2551
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Bình Yên,2554
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Lương Thiện,2557
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Tú Thịnh,2560
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Cấp Tiến,2563
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Hợp Thành,2566
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Phúc Ứng,2569
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Đông Thọ,2572
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Kháng Nhật,2575
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Hợp Hòa,2578
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Quyết Thắng,2584
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Đồng Quý,2587
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Tân Thanh,2590
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Vân Sơn,2593
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Văn Phú,2596
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Chi Thiết,2599
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Đông Lợi,2602
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Thiện Kế,2605
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Hồng Lạc,2608
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Phú Lương,2611
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Ninh Lai,2614
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Đại Phú,2617
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Sơn Nam,2620
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Hào Phú,2623
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Tam Đa,2626
Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Trường Sinh,2632
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Duyên Hải,2635
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Lào Cai,2641
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Cốc Lếu,2644
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Kim Tân,2647
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Bắc Lệnh,2650
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Pom Hán,2653
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Xuân Tăng,2656
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Bình Minh,2658
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Thống Nhất,2659
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Đồng Tuyển,2662
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Vạn Hoà,2665
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Bắc Cường,2668
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Nam Cường,2671
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Cam Đường,2674
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Tả Phời,2677
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Hợp Thành,2680
Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Cốc San,2746
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Thị trấn Bát Xát,2683
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã A Mú Sung,2686
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Nậm Chạc,2689
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã A Lù,2692
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Trịnh Tường,2695
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Y Tý,2701
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Cốc Mỳ,2704
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Dền Sáng,2707
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Bản Vược,2710
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Sàng Ma Sáo,2713
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Bản Qua,2716
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Mường Vi,2719
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Dền Thàng,2722
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Bản Xèo,2725
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Mường Hum,2728
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Trung Lèng Hồ,2731
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Quang Kim,2734
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Pa Cheo,2737
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Nậm Pung,2740
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Phìn Ngan,2743
Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Tòng Sành,2749
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Pha Long,2752
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Tả Ngải Chồ,2755
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Tung Chung Phố,2758
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Thị trấn Mường Khương,2761
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Dìn Chin,2764
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Tả Gia Khâu,2767
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Nậm Chảy,2770
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Nấm Lư,2773
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Lùng Khấu Nhin,2776
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Thanh Bình,2779
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Cao Sơn,2782
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Lùng Vai,2785
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Bản Lầu,2788
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã La Pan Tẩn,2791
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Tả Thàng,2794
Tỉnh Lào Cai,10,Huyện Mường Khương,83,Xã Bản Sen,2797
Tỉnh Lào Cai,10,Huyện Si Ma Cai,84,Xã Nàn Sán,2800
Tỉnh Lào Cai,10,Huyện Si Ma Cai,84,Xã Thào Chư Phìn,2803
Tỉnh Lào Cai,10,Huyện Si Ma Cai,84,Xã Bản Mế,2806
Tỉnh Lào Cai,10,Huyện Si Ma Cai,84,Thị trấn Si Ma Cai,2809
Tỉnh Lào Cai,10,Huyện Si Ma Cai,84,Xã Sán Chải,2812
Tỉnh Lào Cai,10,Huyện Si Ma Cai,84,Xã Lùng Thẩn,2818
Tỉnh Lào Cai,10,Huyện Si Ma Cai,84,Xã Cán Cấu,2821
Tỉnh Lào Cai,10,Huyện Si Ma Cai,84,Xã Sín Chéng,2824
Tỉnh Lào Cai,10,Huyện Si Ma Cai,84,Xã Quan Hồ Thẩn,2827
Tỉnh Lào Cai,10,Huyện Si Ma Cai,84,Xã Nàn Xín,2836
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Thị trấn Bắc Hà,2839
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Lùng Cải,2842
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Lùng Phình,2848
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Tả Van Chư,2851
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Tả Củ Tỷ,2854
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Thải Giàng Phố,2857
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Hoàng Thu Phố,2863
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Bản Phố,2866
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Bản Liền,2869
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Tà Chải,2872
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Na Hối,2875
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Cốc Ly,2878
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Nậm Mòn,2881
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Nậm Đét,2884
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Nậm Khánh,2887
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Bảo Nhai,2890
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Nậm Lúc,2893
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Cốc Lầu,2896
Tỉnh Lào Cai,10,Huyện Bắc Hà,85,Xã Bản Cái,2899
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Thị trấn N.T Phong Hải,2902
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Thị trấn Phố Lu,2905
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Thị trấn Tằng Loỏng,2908
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Xã Bản Phiệt,2911
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Xã Bản Cầm,2914
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Xã Thái Niên,2917
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Xã Phong Niên,2920
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Xã Gia Phú,2923
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Xã Xuân Quang,2926
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Xã Sơn Hải,2929
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Xã Xuân Giao,2932
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Xã Trì Quang,2935
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Xã Sơn Hà,2938
Tỉnh Lào Cai,10,Huyện Bảo Thắng,86,Xã Phú Nhuận,2944
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Thị trấn Phố Ràng,2947
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Tân Tiến,2950
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Nghĩa Đô,2953
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Vĩnh Yên,2956
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Điện Quan,2959
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Xuân Hoà,2962
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Tân Dương,2965
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Thượng Hà,2968
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Kim Sơn,2971
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Cam Cọn,2974
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Minh Tân,2977
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Xuân Thượng,2980
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Việt Tiến,2983
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Yên Sơn,2986
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Bảo Hà,2989
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Lương Sơn,2992
Tỉnh Lào Cai,10,Huyện Bảo Yên,87,Xã Phúc Khánh,2998
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Phường Sa Pa,3001
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Phường Sa Pả,3002
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Phường Ô Quý Hồ,3003
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Xã Ngũ Chỉ Sơn,3004
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Phường Phan Si Păng,3006
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Xã Trung Chải,3010
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Xã Tả Phìn,3013
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Phường Hàm Rồng,3016
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Xã Hoàng Liên,3019
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Xã Thanh Bình,3022
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Phường Cầu Mây,3028
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Xã Mường Hoa,3037
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Xã Tả Van,3040
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Xã Mường Bo,3043
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Xã Bản Hồ,3046
Tỉnh Lào Cai,10,Thị xã Sa Pa,88,Xã Liên Minh,3052
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Thị trấn Khánh Yên,3055
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Võ Lao,3061
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Sơn Thuỷ,3064
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Nậm Mả,3067
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Tân Thượng,3070
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Nậm Rạng,3073
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Nậm Chầy,3076
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Tân An,3079
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Khánh Yên Thượng,3082
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Nậm Xé,3085
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Dần Thàng,3088
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Chiềng Ken,3091
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Làng Giàng,3094
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Hoà Mạc,3097
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Khánh Yên Trung,3100
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Khánh Yên Hạ,3103
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Dương Quỳ,3106
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Nậm Tha,3109
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Minh Lương,3112
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Thẩm Dương,3115
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Liêm Phú,3118
Tỉnh Lào Cai,10,Huyện Văn Bàn,89,Xã Nậm Xây,3121
Tỉnh Điện Biên,11,Thành phố Điện Biên Phủ,94,Phường Noong Bua,3124
Tỉnh Điện Biên,11,Thành phố Điện Biên Phủ,94,Phường Him Lam,3127
Tỉnh Điện Biên,11,Thành phố Điện Biên Phủ,94,Phường Thanh Bình,3130
Tỉnh Điện Biên,11,Thành phố Điện Biên Phủ,94,Phường Tân Thanh,3133
Tỉnh Điện Biên,11,Thành phố Điện Biên Phủ,94,Phường Mường Thanh,3136
Tỉnh Điện Biên,11,Thành phố Điện Biên Phủ,94,Phường Nam Thanh,3139
Tỉnh Điện Biên,11,Thành phố Điện Biên Phủ,94,Phường Thanh Trường,3142
Tỉnh Điện Biên,11,Thành phố Điện Biên Phủ,94,Xã Thanh Minh,3145
Tỉnh Điện Biên,11,Thành phố Điện Biên Phủ,94,Xã Nà Tấu,3316
Tỉnh Điện Biên,11,Thành phố Điện Biên Phủ,94,Xã Nà Nhạn,3317
Tỉnh Điện Biên,11,Thành phố Điện Biên Phủ,94,Xã Mường Phăng,3325
Tỉnh Điện Biên,11,Thành phố Điện Biên Phủ,94,Xã Pá Khoang,3326
Tỉnh Điện Biên,11,Thị Xã Mường Lay,95,Phường Sông Đà,3148
Tỉnh Điện Biên,11,Thị Xã Mường Lay,95,Phường Na Lay,3151
Tỉnh Điện Biên,11,Thị Xã Mường Lay,95,Xã Lay Nưa,3184
Tỉnh Điện Biên,11,Huyện Mường Nhé,96,Xã Sín Thầu,3154
Tỉnh Điện Biên,11,Huyện Mường Nhé,96,Xã Sen Thượng,3155
Tỉnh Điện Biên,11,Huyện Mường Nhé,96,Xã Chung Chải,3157
Tỉnh Điện Biên,11,Huyện Mường Nhé,96,Xã Leng Su Sìn,3158
Tỉnh Điện Biên,11,Huyện Mường Nhé,96,Xã Pá Mỳ,3159
Tỉnh Điện Biên,11,Huyện Mường Nhé,96,Xã Mường Nhé,3160
Tỉnh Điện Biên,11,Huyện Mường Nhé,96,Xã Nậm Vì,3161
Tỉnh Điện Biên,11,Huyện Mường Nhé,96,Xã Nậm Kè,3162
Tỉnh Điện Biên,11,Huyện Mường Nhé,96,Xã Mường Toong,3163
Tỉnh Điện Biên,11,Huyện Mường Nhé,96,Xã Quảng Lâm,3164
Tỉnh Điện Biên,11,Huyện Mường Nhé,96,Xã Huổi Lếnh,3177
Tỉnh Điện Biên,11,Huyện Mường Chà,97,Thị Trấn Mường Chà,3172
Tỉnh Điện Biên,11,Huyện Mường Chà,97,Xã Xá Tổng,3178
Tỉnh Điện Biên,11,Huyện Mường Chà,97,Xã Mường Tùng,3181
Tỉnh Điện Biên,11,Huyện Mường Chà,97,Xã Hừa Ngài,3190
Tỉnh Điện Biên,11,Huyện Mường Chà,97,Xã Huổi Mí,3191
Tỉnh Điện Biên,11,Huyện Mường Chà,97,Xã Pa Ham,3193
Tỉnh Điện Biên,11,Huyện Mường Chà,97,Xã Nậm Nèn,3194
Tỉnh Điện Biên,11,Huyện Mường Chà,97,Xã Huổi Lèng,3196
Tỉnh Điện Biên,11,Huyện Mường Chà,97,Xã Sa Lông,3197
Tỉnh Điện Biên,11,Huyện Mường Chà,97,Xã Ma Thì Hồ,3200
Tỉnh Điện Biên,11,Huyện Mường Chà,97,Xã Na Sang,3201
Tỉnh Điện Biên,11,Huyện Mường Chà,97,Xã Mường Mươn,3202
Tỉnh Điện Biên,11,Huyện Tủa Chùa,98,Thị trấn Tủa Chùa,3217
Tỉnh Điện Biên,11,Huyện Tủa Chùa,98,Xã Huổi Só,3220
Tỉnh Điện Biên,11,Huyện Tủa Chùa,98,Xã Xín Chải,3223
Tỉnh Điện Biên,11,Huyện Tủa Chùa,98,Xã Tả Sìn Thàng,3226
Tỉnh Điện Biên,11,Huyện Tủa Chùa,98,Xã Lao Xả Phình,3229
Tỉnh Điện Biên,11,Huyện Tủa Chùa,98,Xã Tả Phìn,3232
Tỉnh Điện Biên,11,Huyện Tủa Chùa,98,Xã Tủa Thàng,3235
Tỉnh Điện Biên,11,Huyện Tủa Chùa,98,Xã Trung Thu,3238
Tỉnh Điện Biên,11,Huyện Tủa Chùa,98,Xã Sính Phình,3241
Tỉnh Điện Biên,11,Huyện Tủa Chùa,98,Xã Sáng Nhè,3244
Tỉnh Điện Biên,11,Huyện Tủa Chùa,98,Xã Mường Đun,3247
Tỉnh Điện Biên,11,Huyện Tủa Chùa,98,Xã Mường Báng,3250
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Thị trấn Tuần Giáo,3253
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Phình Sáng,3259
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Rạng Đông,3260
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Mùn Chung,3262
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Nà Tòng,3263
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Ta Ma,3265
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Mường Mùn,3268
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Pú Xi,3269
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Pú Nhung,3271
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Quài Nưa,3274
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Mường Thín,3277
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Tỏa Tình,3280
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Nà Sáy,3283
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Mường Khong,3284
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Quài Cang,3289
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Quài Tở,3295
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Chiềng Sinh,3298
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Chiềng Đông,3299
Tỉnh Điện Biên,11,Huyện Tuần Giáo,99,Xã Tênh Phông,3304
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Mường Pồn,3319
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Thanh Nưa,3322
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Hua Thanh,3323
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Thanh Luông,3328
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Thanh Hưng,3331
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Thanh Xương,3334
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Thanh Chăn,3337
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Pa Thơm,3340
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Thanh An,3343
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Thanh Yên,3346
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Noong Luống,3349
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Noọng Hẹt,3352
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Sam Mứn,3355
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Pom Lót,3356
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Núa Ngam,3358
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Hẹ Muông,3359
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Na Ư,3361
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Mường Nhà,3364
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Na Tông,3365
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Mường Lói,3367
Tỉnh Điện Biên,11,Huyện Điện Biên,100,Xã Phu Luông,3368
Tỉnh Điện Biên,11,Huyện Điện Biên Đông,101,Thị trấn Điện Biên Đông,3203
Tỉnh Điện Biên,11,Huyện Điện Biên Đông,101,Xã Na Son,3205
Tỉnh Điện Biên,11,Huyện Điện Biên Đông,101,Xã Phì Nhừ,3208
Tỉnh Điện Biên,11,Huyện Điện Biên Đông,101,Xã Chiềng Sơ,3211
Tỉnh Điện Biên,11,Huyện Điện Biên Đông,101,Xã Mường Luân,3214
Tỉnh Điện Biên,11,Huyện Điện Biên Đông,101,Xã Pú Nhi,3370
